  5.000E+06 5.000E+06 2.303E+00 3.153E+01 4.249E+01 1.914E+00 7.594E+01 7.824E+01 2.609E+05 -0.9944 1.429E+00
  5.500E+06 5.500E+06 2.311E+00 3.477E+01 4.682E+01 2.117E+00 8.371E+01 8.602E+01 2.670E+05 -1.0065 1.429E+00
  6.000E+06 6.000E+06 2.319E+00 3.802E+01 5.117E+01 2.322E+00 9.150E+01 9.382E+01 2.726E+05 -1.0176 1.429E+00
  7.000E+06 7.000E+06 2.334E+00 4.453E+01 5.987E+01 2.733E+00 1.071E+02 1.095E+02 2.825E+05 -1.0371 1.429E+00
  8.000E+06 8.000E+06 2.346E+00 5.106E+01 6.860E+01 3.149E+00 1.228E+02 1.251E+02 2.910E+05 -1.0541 1.429E+00
  9.000E+06 9.000E+06 2.357E+00 5.761E+01 7.734E+01 3.567E+00 1.385E+02 1.409E+02 2.985E+05 -1.0690 1.429E+00
  1.000E+07 1.000E+07 2.367E+00 6.418E+01 8.611E+01 3.987E+00 1.543E+02 1.566E+02 3.052E+05 -1.0824 1.429E+00
  1.200E+07 1.200E+07 2.385E+00 7.725E+01 1.036E+02 4.844E+00 1.857E+02 1.880E+02 3.169E+05 -1.1055 1.429E+00
  1.400E+07 1.400E+07 2.400E+00 9.035E+01 1.211E+02 5.709E+00 2.171E+02 2.195E+02 3.267E+05 -1.1251 1.429E+00
  1.700E+07 1.700E+07 2.418E+00 1.101E+02 1.473E+02 7.021E+00 2.644E+02 2.668E+02 3.391E+05 -1.1497 1.429E+00
  2.000E+07 2.000E+07 2.434E+00 1.298E+02 1.737E+02 8.348E+00 3.119E+02 3.143E+02 3.494E+05 -1.1703 1.429E+00
  2.500E+07 2.500E+07 2.456E+00 1.627E+02 2.175E+02 1.061E+01 3.907E+02 3.932E+02 3.636E+05 -1.1986 1.429E+00
  3.000E+07 3.000E+07 2.474E+00 1.956E+02 2.613E+02 1.291E+01 4.697E+02 4.722E+02 3.752E+05 -1.2218 1.429E+00
  3.500E+07 3.500E+07 2.490E+00 2.285E+02 3.051E+02 1.523E+01 5.489E+02 5.514E+02 3.850E+05 -1.2413 1.429E+00
  4.000E+07 4.000E+07 2.503E+00 2.615E+02 3.491E+02 1.757E+01 6.281E+02 6.306E+02 3.935E+05 -1.2583 1.429E+00
  4.500E+07 4.500E+07 2.515E+00 2.945E+02 3.930E+02 1.994E+01 7.075E+02 7.100E+02 4.010E+05 -1.2732 1.429E+00
  5.000E+07 5.000E+07 2.526E+00 3.276E+02 4.370E+02 2.232E+01 7.869E+02 7.895E+02 4.076E+05 -1.2866 1.429E+00
  5.500E+07 5.500E+07 2.536E+00 3.606E+02 4.809E+02 2.474E+01 8.662E+02 8.687E+02 4.137E+05 -1.2987 1.429E+00
  6.000E+07 6.000E+07 2.545E+00 3.936E+02 5.248E+02 2.718E+01 9.455E+02 9.481E+02 4.192E+05 -1.3097 1.429E+00
  7.000E+07 7.000E+07 2.560E+00 4.596E+02 6.126E+02 3.210E+01 1.104E+03 1.107E+03 4.289E+05 -1.3292 1.429E+00
  8.000E+07 8.000E+07 2.574E+00 5.257E+02 7.004E+02 3.707E+01 1.263E+03 1.266E+03 4.374E+05 -1.3462 1.429E+00
  9.000E+07 9.000E+07 2.587E+00 5.918E+02 7.883E+02 4.208E+01 1.422E+03 1.425E+03 4.448E+05 -1.3611 1.429E+00
  1.000E+08 1.000E+08 2.598E+00 6.580E+02 8.763E+02 4.713E+01 1.581E+03 1.584E+03 4.515E+05 -1.3745 1.429E+00
  1.200E+08 1.200E+08 2.617E+00 7.896E+02 1.052E+03 5.656E+01 1.898E+03 1.900E+03 4.630E+05 -1.3976 1.429E+00
  1.400E+08 1.400E+08 2.634E+00 9.212E+02 1.227E+03 6.599E+01 2.214E+03 2.217E+03 4.727E+05 -1.4172 1.429E+00
